Reviewer Name,Review Title,Place of Review,Up Votes,Down Votes,Month,Review text,Ratings,Cleaned Review Text,Sentiment
anil stephen,Simply awesome,"Certified Buyer, Chowwara",0.0,0.0,Aug 2017,excellentREAD MORE,5,excellentread more,Positive
Flipkart Customer,Nice product,"Certified Buyer, Dharwar",0.0,0.0,Aug 2017,Good productREAD MORE,5,good productread more,Positive
Denny Mathew,Highly recommended,"Certified Buyer, Palai",0.0,0.0,Aug 2017,Good one..READ MORE,5,good oneread more,Positive
Lic Chandra,Terrific,"Certified Buyer, Kanigiri",0.0,0.0,Aug 2017,It's much good.READ MORE,5,its much goodread more,Positive
Vaibhav Makheja,Wonderful,"Certified Buyer, Nagpur",0.0,0.0,Aug 2017,Good productREAD MORE,4,good productread more,Positive
Bhavesh R Bharwada,Mind-blowing purchase,"Certified Buyer, Mumbai",0.0,0.0,Aug 2017,quality is very good. thanks to seller for timely delivery.READ MORE,5,quality is very good thanks to seller for timely deliveryread more,Positive
Flipkart Customer,Value-for-money,"Certified Buyer, Visakhapatnam",0.0,0.0,Aug 2017,Worthy productsREAD MORE,5,worthy productsread more,Positive
Hitesh Vasara,Wonderful,"Certified Buyer, Surendranagar",0.0,0.0,Aug 2017,Very Nice Shuttle Specially At This Price UltimateREAD MORE,1,very nice shuttle specially at this price ultimateread more,Positive
SATHISH KT,Does the job,"Certified Buyer, Krishnagiri",0.0,0.0,Aug 2017,Delivered in time. The product is as excpected.Thanks to fkartREAD MORE,5,delivered in time the product is as excpectedthanks to fkartread more,Positive
Basavaraj  Parshetti ,Good choice,"Certified Buyer, Jaysingpur",0.0,0.0,Aug 2017,ExcellentREAD MORE,5,excellentread more,Positive
SURENDRA APPARI,Terrific purchase,"Certified Buyer, East Godavari",0.0,0.0,Aug 2017,SuperbREAD MORE,5,superbread more,Positive
Dinesh Reddy,Did not meet expectations,"Certified Buyer, Sri Potti Sriramulu Nellore District",0.0,0.0,Aug 2017,GoodREAD MORE,4,goodread more,Positive
Satish Gopalakrishnan,Really Nice,"Certified Buyer, Bengaluru",0.0,0.0,Aug 2017,Super product..I got Rs 620READ MORE,5,super producti got rs 620read more,Positive
Flipkart Customer,Worth the money,"Certified Buyer, Hindnagar",0.0,0.0,Aug 2017,Very goodREAD MORE,5,very goodread more,Positive
Ganesh  Vaibhav ,Perfect product!,"Certified Buyer, Vizianagaram",0.0,0.0,Aug 2017,Nice productI have received it on sunday and the product was in best condition the shuttlecock was very nice .READ MORE,5,nice producti have received it on sunday and the product was in best condition the shuttlecock was very nice read more,Positive
Sudheer Deva,Classy product,"Certified Buyer, Mahboobnagar",0.0,0.0,Aug 2017,Good product at best price. Delivery by Flipkart is also good. Shuttle is of best quality as usual. Thanks Flipkart.READ MORE,5,good product at best price delivery by flipkart is also good shuttle is of best quality as usual thanks flipkartread more,Positive
Ashutosh Tripathy,Very Good,"Certified Buyer, Bengaluru",0.0,0.0,Aug 2017,goodREAD MORE,4,goodread more,Positive
Flipkart Customer,Super!,"Certified Buyer, Jamnagar",0.0,0.0,Aug 2017,Nice product.. Perfect for intermediate players...READ MORE,4,nice product perfect for intermediate playersread more,Positive
Sunil Ramaswamy,Delightful,"Certified Buyer, Bangalore",0.0,0.0,Aug 2017,Not bad it's avg.....READ MORE,3,not bad its avgread more,Positive
Rajath  Pola ,Really Nice,"Certified Buyer, Hyderabad",0.0,0.0,Aug 2017,It was nice but 3 shuttles were cracked so they broked in 10 daysREAD MORE,5,it was nice but 3 shuttles were cracked so they broked in 10 daysread more,Positive
J J  Ajin,Best in the market!,"Certified Buyer, Karimnagar",0.0,0.0,Aug 2017,Value for money. Good delivery by FlipkartREAD MORE,5,value for money good delivery by flipkartread more,Positive
Chetan Khurana,Good quality product,"Certified Buyer, Gurgaon",0.0,0.0,Aug 2017,GoodREAD MORE,1,goodread more,Positive
Mukesh Burnwal,Delightful,Certified Buyer,0.0,0.0,Aug 2017,Good productREAD MORE,4,good productread more,Positive
Bharadwaj V,Just wow!,"Certified Buyer, Bangalore",0.0,0.0,Aug 2017,Good qualityREAD MORE,4,good qualityread more,Positive
Maneesh Gaur,Worth the money,"Certified Buyer, Bengaluru",0.0,0.0,Aug 2017,Long time work ingREAD MORE,5,long time work ingread more,Positive
JAY AGNIHOTRI,Terrific purchase,"Certified Buyer, Ankleshwar",0.0,0.0,Aug 2017,NiceREAD MORE,5,niceread more,Positive
Flipkart Customer,Excellent,"Certified Buyer, Kozhikode",0.0,0.0,Aug 2017,Very nice product. Super fast delivery.READ MORE,4,very nice product super fast deliveryread more,Positive
RTR vijay,late delivery,"Certified Buyer, Tharamangalam",0.0,0.0,Aug 2017,Awesome job by flipcart........i m loving itREAD MORE,4,awesome job by flipcarti m loving itread more,Positive
Kannan P,Terrific,"Certified Buyer, Pudukkottai",0.0,0.0,Aug 2017,Got it cheap but the shuttles are not lasting long. The green strip is coming off quickly and is causing the cork base to separate quickly.READ MORE,4,got it cheap but the shuttles are not lasting long the green strip is coming off quickly and is causing the cork base to separate quicklyread more,Positive
Sonu Coolnow,Excellent,"Certified Buyer, Bangalore",0.0,0.0,Aug 2017,Very good product nice...@READ MORE,5,very good product niceread more,Positive
Arvinth M,Four Stars,"Certified Buyer, Salem",0.0,0.0,Aug 2017,nice oneREAD MORE,5,nice oneread more,Positive
Pritam bisht Bisht,Good choice,"Certified Buyer, Gwalior District",0.0,0.0,Aug 2017,Good ProductREAD MORE,4,good productread more,Positive
VISHAV VIJ,Four Stars,Certified Buyer,0.0,0.0,Aug 2017,"Nice product, go for it.READ MORE",4,nice product go for itread more,Positive
sourabh goyal,Three Stars,"Certified Buyer, Mysuru",0.0,0.0,Aug 2017,Good for clubREAD MORE,5,good for clubread more,Positive
Flipkart Customer,Four Stars,"Certified Buyer, Muvattupuzha",0.0,0.0,Jul 2017,Very goodREAD MORE,4,very goodread more,Positive
Flipkart Customer,One Star,"Certified Buyer, Palakkad",0.0,0.0,Jul 2017,Amazing deal ... Thanks flipkart .. I bought it only in Rs 605/READ MORE,5,amazing deal  thanks flipkart  i bought it only in rs 605read more,Positive
Prasanta nanda,Super!,"Certified Buyer, Bhubaneshwar",0.0,0.0,Jul 2017,Good paking so fast ilike so muchREAD MORE,5,good paking so fast ilike so muchread more,Positive
Salvoder Crasto,Four Stars,"Certified Buyer, Bangalore",0.0,0.0,Jul 2017,3 balls are worst conditionsREAD MORE,2,3 balls are worst conditionsread more,Negative
Parshant Kandoi,Expected a better product,"Certified Buyer, Bhadra",0.0,0.0,Jul 2017,SuperREAD MORE,5,superread more,Positive
Aranga panbilnathan,Nice product,"Certified Buyer, Chidambaram",0.0,0.0,Jul 2017,Original and lessprice .. HappyREAD MORE,5,original and lessprice  happyread more,Positive
Suresh Tank,Terrific,"Certified Buyer, Jamnagar",0.0,0.0,Jul 2017,"One of the shuttle is not good ,the others are okayREAD MORE",4,one of the shuttle is not good the others are okayread more,Positive
Jai govind Singh,Did not meet expectations,"Certified Buyer, Bengaluru",0.0,0.0,Jul 2017,Excellent againREAD MORE,4,excellent againread more,Positive
Om prakash  J,Decent product,"Certified Buyer, Alappuzha",0.0,0.0,Jul 2017,GOOD FOR INTERMEDIATEREAD MORE,4,good for intermediateread more,Positive
Sharangouda,Fabulous!,"Certified Buyer, Afzalpur",0.0,0.0,Jul 2017,This mavis 350 was not as good as the last one i used.READ MORE,3,this mavis 350 was not as good as the last one i usedread more,Positive
nayan sharma,Value-for-money,"Certified Buyer, Srinagar",0.0,0.0,Jun 2017,GoodREAD MORE,4,goodread more,Positive
Flipkart Customer,Nice product,"Certified Buyer, Hyderabad",0.0,0.0,Jun 2017,Only 2 seemed to be original. Rest all r not upto the mark. Disappointed.READ MORE,1,only 2 seemed to be original rest all r not upto the mark disappointedread more,Positive
BHANU PRAKASH PILLAPALEM,Pretty good,"Certified Buyer, Chittoor District",0.0,0.0,Jun 2017,GoodREAD MORE,5,goodread more,Positive
Flipkart Customer,Terrific purchase,"Certified Buyer, Nimbhore Budruk",0.0,0.0,Jun 2017,Good quality and she'll lifeREAD MORE,4,good quality and shell liferead more,Positive
Flipkart Customer,Terrific,"Certified Buyer, Guru Har Sahai",0.0,0.0,Jun 2017,Not so goodREAD MORE,2,not so goodread more,Positive
Flipkart Customer,Very Good,"Certified Buyer, Chennai",0.0,0.0,Jun 2017,GoodREAD MORE,5,goodread more,Positive
Flipkart Customer,Nice product,"Certified Buyer, Alappuzha District",0.0,0.0,Jun 2017,Good ProductREAD MORE,5,good productread more,Positive
Bibhudhendu Bikash sahu,Good choice,"Certified Buyer, Vishakhapatnam",0.0,0.0,Jun 2017,Baad qualityREAD MORE,1,baad qualityread more,Positive
Manjeet Singh,Really Nice,"Certified Buyer, Jorhat",0.0,0.0,Jun 2017,"Packing not so good, product quality mediumREAD MORE",3,packing not so good product quality mediumread more,Positive
praveen kumar,Good,"Certified Buyer, Lakkampatti",0.0,0.0,Jun 2017,NiceREAD MORE,5,niceread more,Positive
vinay  yadav,Don't waste your money,"Certified Buyer, Jagatsinghapur",0.0,0.0,Jun 2017,"Received the package in appropriate time in a nice package, Original product best quality.READ MORE",4,received the package in appropriate time in a nice package original product best qualityread more,Positive
Flipkart Customer,Just wow!,"Certified Buyer, Pune",0.0,0.0,Jun 2017,GoodREAD MORE,4,goodread more,Positive
Bda Chhakchhuak,Best in the market!,"Certified Buyer, Champhai",0.0,0.0,Jun 2017,mavis 350 is good for indoor play better go for itREAD MORE,5,mavis 350 is good for indoor play better go for itread more,Positive
Subhakar Boyapati,Bad quality,"Certified Buyer, Hyderabad",0.0,0.0,May 2017,Very good qualityREAD MORE,1,very good qualityread more,Positive
NRAMAKRISHNA,Terrific purchase,"Certified Buyer, Krishna",0.0,0.0,May 2017,This badminton shuttle is very good . This quality is very nice.READ MORE,5,this badminton shuttle is very good  this quality is very niceread more,Positive
Wahajuddin Khan,Wonderful,"Certified Buyer, Vadodara",0.0,0.0,May 2017,Nice product... fully satisfied...speed of shuttle is good.READ MORE,4,nice product fully satisfiedspeed of shuttle is goodread more,Positive
Rohan Bingi,Perfect product!,"Certified Buyer, Mumbai",0.0,0.0,May 2017,Bought it for INR 525 during the big 10 sales. These are one of the best shuttle corks available and one would normally last for atleast 10 days with 2 hours of play a day.READ MORE,4,bought it for inr 525 during the big 10 sales these are one of the best shuttle corks available and one would normally last for atleast 10 days with 2 hours of play a dayread more,Positive
Praveen,Just wow!,"Certified Buyer, Bangalore",0.0,0.0,May 2017,Good product..READ MORE,4,good productread more,Positive
Yeshwanth K,Terrible product,"Certified Buyer, Bangalore",0.0,0.0,May 2017,It's good shattleREAD MORE,4,its good shattleread more,Positive
Siva Krishna,Good choice,"Certified Buyer, Hyderabad",0.0,0.0,May 2017,GoodREAD MORE,3,goodread more,Positive
Love Garg,Great for professional playing.,"Certified Buyer, Samana",0.0,0.0,May 2017,Shuttle was light as compare to the shop purchase. May be some duplicate in itREAD MORE,1,shuttle was light as compare to the shop purchase may be some duplicate in itread more,Positive
Sreehari Sundaram,Just wow!,"Certified Buyer, Ernakulam",0.0,0.0,May 2017,Good for indoor gameREAD MORE,5,good for indoor gameread more,Positive
Manasa T,Bad quality,"Certified Buyer, Bangalore",0.0,0.0,May 2017,"Good product,,READ MORE",5,good productread more,Positive
Chetan Mutha,Wonderful,"Certified Buyer, Aurangabad",0.0,0.0,May 2017,Quality is not goodREAD MORE,2,quality is not goodread more,Positive
Chaitanya Phadnis,Not good,"Certified Buyer, Pimpri Chinchwad",0.0,0.0,May 2017,Good productREAD MORE,5,good productread more,Positive
POTLURI DURGAPRASAD,Must buy!,"Certified Buyer, Visakhapatnam",0.0,0.0,May 2017,Really goodREAD MORE,5,really goodread more,Positive
Bindu Agarwal,Really Nice,"Certified Buyer, New Delhi",0.0,0.0,May 2017,Awesome for training.READ MORE,5,awesome for trainingread more,Positive
vinay jain,original product,"Certified Buyer, Swaimadhopur",0.0,0.0,May 2017,Best product for outdoor playREAD MORE,5,best product for outdoor playread more,Positive
Flipkart Customer,Good choice,"Certified Buyer, Naliya",0.0,0.0,May 2017,I brought this product but it's waste of money they have given used product pl don't buy this productREAD MORE,1,i brought this product but its waste of money they have given used product pl dont buy this productread more,Positive
Flipkart Customer,Terrific,"Certified Buyer, Cuddapah",0.0,0.0,May 2017,Packing can ve betterREAD MORE,4,packing can ve betterread more,Positive
anjaneyulu pabbineedi,Simply awesome,"Certified Buyer, Hyderabad",0.0,0.0,May 2017,"Light weight shuttles, great for professional playing.READ MORE",5,light weight shuttles great for professional playingread more,Positive
Vijaya Kalagara,Delightful,"Certified Buyer, Hyderabad",0.0,0.0,May 2017,Gud one...READ MORE,5,gud oneread more,Positive
shishir prasad,Must buy!,"Certified Buyer, Bengaluru",0.0,1.0,May 2017,Poor qualityREAD MORE,2,poor qualityread more,Positive
Ankit Jain,Brilliant,"Certified Buyer, Faridabad",0.0,0.0,May 2017,GrtREAD MORE,4,grtread more,Positive
Flipkart Customer,Nice,"Certified Buyer, Jaipur",0.0,0.0,May 2017,Nice stuttle..love itREAD MORE,2,nice stuttlelove itread more,Positive
Prasanna,Highly recommended,"Certified Buyer, Bangalore Urban",0.0,0.0,May 2017,"NICE DELivered  PRODUCT WAS HIGH QUALITY, WHICH SHOWN IN CORTREAD MORE",5,nice delivered  product was high quality which shown in cortread more,Positive
Prakash P,Excellent,"Certified Buyer, Erode",0.0,0.0,May 2017,"Shuttles look genuine, but the packing is terrible. The box easily easily gets damaged and the shuttles inside get spoilt. They should opt for a better packing.READ MORE",4,shuttles look genuine but the packing is terrible the box easily easily gets damaged and the shuttles inside get spoilt they should opt for a better packingread more,Positive
Pranjal Doval ,Best in the market!,"Certified Buyer, Thane",0.0,1.0,May 2017,I got original Yonex malvis 350.thanks Flipkart but delivery slow.READ MORE,5,i got original yonex malvis 350thanks flipkart but delivery slowread more,Positive
NASEEF POOTHANARI ,Excellent,"Certified Buyer, Manjeri",0.0,0.0,May 2017,GoodREAD MORE,4,goodread more,Positive
Flipkart Customer,Worth every penny,"Certified Buyer, Bengaluru",0.0,0.0,May 2017,Best quality at best price👌READ MORE,5,best quality at best priceread more,Positive
Harshil  Patel,Classy product,"Certified Buyer, Nanded Waghala",0.0,0.0,May 2017,Good qualityREAD MORE,5,good qualityread more,Positive
Boyineni  Venu,Worth the money,"Certified Buyer, Nandyal",0.0,0.0,May 2017,Quality is goodREAD MORE,4,quality is goodread more,Positive
Sandeep Das,Awesome,"Certified Buyer, Pune",0.0,0.0,May 2017,Nice product and reached on timeREAD MORE,5,nice product and reached on timeread more,Positive
Sai Arun,Really Nice,"Certified Buyer, Nellore",0.0,0.0,May 2017,Original product receivedREAD MORE,5,original product receivedread more,Positive
Raj Kamal,Decent product,"Certified Buyer, Ahmed Garh (distt.sangrur)",0.0,0.0,May 2017,A very nice product. It is very good for beginners.READ MORE,5,a very nice product it is very good for beginnersread more,Positive
Vinod  Babu,Superior,"Certified Buyer, Jamnagar",0.0,0.0,May 2017,Best ones for practice. Lasts long too.READ MORE,5,best ones for practice lasts long tooread more,Positive
Flipkart Customer,Just wow!,"Certified Buyer, Pune",0.0,0.0,May 2017,GoodREAD MORE,5,goodread more,Positive
Kumar Subham,Just wow!,"Certified Buyer, Vellore",0.0,0.0,May 2017,It's more then expectedREAD MORE,5,its more then expectedread more,Positive
praveen kumar  Chappa,Fabulous!,"Certified Buyer, Bobbili",0.0,0.0,May 2017,Top qualityFeel real playingREAD MORE,5,top qualityfeel real playingread more,Positive
shravan dahiya,Good product,"Certified Buyer, Surat",0.0,0.0,May 2017,Good productREAD MORE,5,good productread more,Positive
Abhishek Thakur,Expected a better product,"Certified Buyer, Hamirpur",0.0,0.0,May 2017,very cheap priceREAD MORE,5,very cheap priceread more,Positive
Shiva Prasad,Good product,"Certified Buyer, Bangalore",0.0,0.0,May 2017,GoodREAD MORE,4,goodread more,Positive
Binaya panigrahi,Worth the money,"Certified Buyer, Bangalore Urban",0.0,0.0,May 2017,Nice and orignal productREAD MORE,5,nice and orignal productread more,Positive
